mandat_id,mandature_id,personne_id,nom,prenom,role,from_date,to_date,source_personne,source
,gouv_reynaud,,Pinelli,Noël,Sous-secrétaire d’État à la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_dupuy_1,,Poincaré,Raymond,"Ministre de l'Instruction publique, des Beaux-Arts et des Cultes",,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(1)
,gouv_dupuy_2,,Poincaré,Raymond,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(2)
,gouv_dupuy_3,,Poincaré,Raymond,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(3)
,gouv_poincare_1,,Poincaré,Raymond,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(1)
,gouv_poincare_1,,Poincaré,Raymond,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(1)
,gouv_poincare_2,,Poincaré,Raymond,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(2)
,gouv_poincare_2,,Poincaré,Raymond,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(2)
,gouv_poincare_3,,Poincaré,Raymond,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(3)
,gouv_poincare_3,,Poincaré,Raymond,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(3)
,gouv_poincare_4,,Poincaré,Raymond,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(4)
,gouv_poincare_4,,Poincaré,Raymond,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(4)
,gouv_poincare_5,,Poincaré,Raymond,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(5)
,gouv_ribot_3,,Poincaré,Raymond,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(3)
,gouv_sarrien,,Poincaré,Raymond,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Ferdinand_Sarrien
,gouv_daladier_3,,Pomaret,Charles,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_4,,Pomaret,Charles,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(4)
,gouv_daladier_5,,Pomaret,Charles,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_laval_1,,Pomaret,Charles,Sous-secrétaire d’État à l'Instruction publique chargé de l'Enseignement technique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(1)
,gouv_laval_2,,Pomaret,Charles,Sous-secrétaire d’État à l'Instruction publique chargé de l'Enseignement technique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(2)
,gouv_laval_3,,Pomaret,Charles,Sous-secrétaire d’État à l'Instruction publique chargé de l'Enseignement technique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(3)
,gouv_petain,,Pomaret,Charles,Ministre de l'Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Philippe_Pétain
,gouv_reynaud,,Pomaret,Charles,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_gambetta,,Proust,Antonin,Ministre des Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Gambetta
,gouv_reynaud,,Prouvost,Jean,Ministre de l'Information,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_briand_2,,Puech,Louis,"Ministre des Travaux publics, des Postes et Télégraphes",,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(2)
,gouv_briand_7,,Puis,Auguste,Sous-secrétaire d’État à l’Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(7)
,gouv_petain,,Pujo,Bertrand,Ministre de l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Philippe_Pétain
,gouv_chautemps_1,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(1)
,gouv_chautemps_2,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_chautemps_3,,Queuille,Henri,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(3)
,gouv_chautemps_4,,Queuille,Henri,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_daladier_1,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(1)
,gouv_daladier_2,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(2)
,gouv_daladier_3,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_4,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(4)
,gouv_daladier_5,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_doumergue_2,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(2)
,gouv_herriot_1,,Queuille,Henri,Ministre de l’Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(1)
,gouv_herriot_2,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(2)
,gouv_herriot_3,,Queuille,Henri,"Ministre des Postes, Télégraphes et Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(3)
,gouv_leygues,,Queuille,Henri,Sous-secrétaire d'État à l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Leygues
,gouv_millerand_1,,Queuille,Henri,Sous-secrétaire d’État à l’Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(1)
,gouv_millerand_2,,Queuille,Henri,Sous-secrétaire d’État à l’Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(2)
,gouv_paul_boncour,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Paul-Boncour
,gouv_poincare_4,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(4)
,gouv_reynaud,,Queuille,Henri,Ministre du Ravitaillement,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_sarraut_1,,Queuille,Henri,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(1)
,gouv_steeg,,Queuille,Henri,Ministre de la Santé publique,,,,https://fr.wikipedia.org/wiki/Gouvernement_Théodore_Steeg
,gouv_leygues,,Raiberti,Flaminius,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Leygues
,gouv_poincare_2,,Raiberti,Flaminius,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(2)
,gouv_blum_1,,Ramadier,Paul,"Sous-secrétaire d'État aux Mines, à l'Électricité et aux Combustibles liquides",,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(1)
,gouv_chautemps_3,,Ramadier,Paul,Sous-secrétaire d'État aux Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(3)
,gouv_chautemps_4,,Ramadier,Paul,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(4)
,gouv_daladier_3,,Ramadier,Paul,Ministre du Travail,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_méline,,Rambaud,Alfred,Ministre de l'Instruction publique et des Beaux-Arts et des Cultes,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jules_Méline
,gouv_briand_10,,Rameil,Pierre,"Sous-secrétaire d’État à l’Instruction publique et aux Beaux-Arts, chargé de l'Enseignement technique et des Beaux-Arts",,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(10)
,gouv_barthou,,Ratier,Antony,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Louis_Barthou
,gouv_francois-marsal,,Ratier,Antony,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Frédéric_François-Marsal
,gouv_casimir_perier,,Raynal,David,Ministre de l’Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jean_Casimir-Perier
,gouv_ferry_2,,Raynal,David,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jules_Ferry_(2)
,gouv_gambetta,,Raynal,David,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Gambetta
,gouv_chautemps_2,,Raynaldy,Eugène,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(2)
,gouv_herriot_1,,Raynaldy,Eugène,Ministre du Commerce et de l’Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(1)
,gouv_briand_2,,Raynaud,Maurice,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(2)
,gouv_doumergue_1,,Raynaud,Maurice,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(1)
,gouv_viviani_1,,Raynaud,Maurice,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(1)
,gouv_laval_4,,Régnier,Marcel,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(4)
,gouv_sarraut_2,,Régnier,Marcel,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Albert_Sarraut_(2)
,gouv_leygues,,Reibel,Charles,Sous-secrétaire d'État à la présidence du Conseil et aux Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Leygues
,gouv_millerand_1,,Reibel,Charles,Sous-secrétaire d’État à la Présidence du Conseil et aux Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(1)
,gouv_millerand_2,,Reibel,Charles,Sous-secrétaire d’État au Conseil et aux Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(2)
,gouv_poincare_2,,Reibel,Charles,Ministre des Régions libérées,,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(2)
,gouv_painleve_1,,Renard,André,Ministre du Travail et de la Prévoyance sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(1)
,gouv_briand_1,,Renoult,René,Sous-secrétaire d'État aux Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(1)
,gouv_briand_8,,Renoult,René,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(8)
,gouv_caillaux,,Renoult,René,Ministre du Travail et de la Prévoyance sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Joseph_Caillaux
,gouv_doumergue_1,,Renoult,René,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(1)
,gouv_doumergue_1,,Renoult,René,Ministre de l'Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(1)
,gouv_herriot_1,,Renoult,René,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(1)
,gouv_herriot_2,,Renoult,René,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(2)
,gouv_herriot_3,,Renoult,René,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(3)
,gouv_viviani_1,,Renoult,René,Ministre des Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(1)
,gouv_ribot_4,,Réville,Marc,"Ministre du Commerce, Industrie, Postes et Télégraphes",,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(4)
,gouv_daladier_3,,Reynaud,Paul,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_3,,Reynaud,Paul,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(3)
,gouv_daladier_4,,Reynaud,Paul,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(4)
,gouv_daladier_5,,Reynaud,Paul,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_laval_1,,Reynaud,Paul,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(1)
,gouv_laval_2,,Reynaud,Paul,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(2)
,gouv_laval_3,,Reynaud,Paul,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(3)
,gouv_reynaud,,Reynaud,Paul,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_reynaud,,Reynaud,Paul,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_reynaud,,Reynaud,Paul,Président du Conseil et ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_reynaud,,Reynaud,Paul,Président du Conseil et ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_tardieu_2,,Reynaud,Paul,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(2)
,gouv_tardieu_3,,Reynaud,Paul,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(3)
,gouv_tardieu_3,,Reynaud,Paul,Vice-président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(3)
,gouv_briand_5,,Ribot,Alexandre,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(5)
,gouv_briand_6,,Ribot,Alexandre,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(6)
,gouv_de_freycinet_4,,Ribot,Alexandre,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(4)
,gouv_loubet,,Ribot,Alexandre,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Émile_Loubet
,gouv_painleve_1,,Ribot,Alexandre,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(1)
,gouv_ribot_1,,Ribot,Alexandre,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(1)
,gouv_ribot_1,,Ribot,Alexandre,Président du Conseil des ministres,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(1)
,gouv_ribot_2,,Ribot,Alexandre,Ministre de l’Intérieur,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(2)
,gouv_ribot_2,,Ribot,Alexandre,Président du Conseil des ministres,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(2)
,gouv_ribot_3,,Ribot,Alexandre,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(3)
,gouv_ribot_3,,Ribot,Alexandre,Président du Conseil des ministres,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(3)
,gouv_ribot_4,,Ribot,Alexandre,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(4)
,gouv_ribot_4,,Ribot,Alexandre,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(4)
,gouv_ribot_5,,Ribot,Alexandre,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(5)
,gouv_ribot_5,,Ribot,Alexandre,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(5)
,gouv_viviani_2,,Ribot,Alexandre,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_René_Viviani_(2)
,gouv_bourgeois,,Ricard,Louis,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Bourgeois
,gouv_leygues,,Ricard,Joseph-Honoré,Ministre de l'Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Georges_Leygues
,gouv_loubet,,Ricard,Louis,Ministre de la Justice,,,,https://fr.wikipedia.org/wiki/Gouvernement_Émile_Loubet
,gouv_millerand_1,,Ricard,Joseph-Honoré,Ministre de l’Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(1)
,gouv_millerand_2,,Ricard,Joseph-Honoré,Ministre de l’Agriculture,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Millerand_(2)
,gouv_laval_1,,Riché,Étienne,Sous-secrétaire d’État à l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(1)
,gouv_laval_2,,Riché,Étienne,Sous-secrétaire d’État à l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(2)
,gouv_laval_3,,Riché,Étienne,Sous-secrétaire d’État à l'Air,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(3)
,gouv_tardieu_3,,Riché,Étienne,Sous-secrétaire d’État à la Défense nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(3)
,gouv_tardieu_2,,Ricolfi,Humbert,Sous-secrétaire d’État à la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(2)
,gouv_dupuy_1,,Rieunier,Adrien,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_Dupuy_(1)
,gouv_ribot_2,,Rieunier,Henri,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(2)
,gouv_briand_7,,Rio,Alphonse,"Sous-secrétaire d’État aux Travaux publics chargé des Ports, de la Marine marchande et de la Pêche",,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(7)
,gouv_daladier_5,,Rio,Alphonse,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Daladier_(5)
,gouv_poincare_2,,Rio,Alphonse,"Sous-secrétaire d’État chargé des Ports, de la Marine marchande et de la Pêche",,,,https://fr.wikipedia.org/wiki/Gouvernement_Raymond_Poincaré_(2)
,gouv_reynaud,,Rio,Alphonse,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_tardieu_2,,Rio,Alphonse,Sous-secrétaire d’État à la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(2)
,gouv_petain,,Rivaud,Albert,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Philippe_Pétain
,gouv_blum_1,,Rivière,Albert,Ministre des Pensions,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(1)
,gouv_blum_2,,Rivière,Albert,Ministre des Pensions,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Blum_(2)
,gouv_chautemps_3,,Rivière,Albert,Ministre des Pensions,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(3)
,gouv_petain,,Rivière,Albert,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Philippe_Pétain
,gouv_reynaud,,Rivière,Albert,Ministre des Anciens Combattants et des Pensions,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_doumergue_2,,Rivollet,Georges,Ministre des Pensions,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(2)
,gouv_herriot_2,,Robaglia,Barthélemy,Sous-secrétaire d’État aux Travaux publics chargé de l'Aéronautique et des Transports Aériens,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(2)
,gouv_herriot_1,,Robert,Pierre,Sous-secrétaire d’État aux Postes et Télégraphes,,,,https://fr.wikipedia.org/wiki/Gouvernement_Édouard_Herriot_(1)
,gouv_de_freycinet_4,,Roche,Jules,"Ministre du Commerce, de l'Industrie et des Colonies",,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(4)
,gouv_loubet,,Roche,Jules,"Ministre du Commerce, de l'Industrie et des Colonies",,,,https://fr.wikipedia.org/wiki/Gouvernement_Émile_Loubet
,gouv_briand_6,,Roden,Constant,Sous-secrétaire d’État au Travail et à la Prévoyance Sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(6)
,gouv_painleve_1,,Roden,Constant,Sous-secrétaire d'État au Travail et à la Prévoyance sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Painlevé_(1)
,gouv_ribot_5,,Roden,Constant,Sous-secrétaire d'État au Travail et à la Prévoyance sociale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(5)
,gouv_bouisson,,Rollin,Louis,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Fernand_Bouisson
,gouv_doumergue_2,,Rollin,Louis,Ministre de la Marine,,,,https://fr.wikipedia.org/wiki/Gouvernement_Gaston_Doumergue_(2)
,gouv_laval_1,,Rollin,Louis,Ministre du Commerce et de l'Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(1)
,gouv_laval_2,,Rollin,Louis,Ministre du Commerce et de l'Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(2)
,gouv_laval_3,,Rollin,Louis,Ministre du Commerce et de l'Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(3)
,gouv_laval_4,,Rollin,Louis,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(4)
,gouv_reynaud,,Rollin,Louis,Ministre des Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_reynaud,,Rollin,Louis,Ministre du Commerce et de l’Industrie,,,,https://fr.wikipedia.org/wiki/Gouvernement_Paul_Reynaud
,gouv_tardieu_1,,Rollin,Louis,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(1)
,gouv_tardieu_2,,Rollin,Louis,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(2)
,gouv_tardieu_3,,Rollin,Louis,"Ministre du Commerce, des Postes, Télégraphes et des Téléphones",,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(3)
,gouv_briand_5,,Roques,Pierre,Ministre de la Guerre,,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(5)
,gouv_brisson_1,,Rousseau,Armand,Sous-secrétaire d'État à la Marine et aux Colonies,,,,https://fr.wikipedia.org/wiki/Gouvernement_Henri_Brisson_(1)
,gouv_de_freycinet_2,,Rousseau,Armand,Sous-secrétaire d'État aux Travaux publics,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(2)
,gouv_bouisson,,Roustan,Marius,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Fernand_Bouisson
,gouv_briand_9,,Roustan,Marius,"Sous-secrétaire d’État aux Travaux publics, chargé aux Ports, à la Marine marchande et aux Pêches",,,,https://fr.wikipedia.org/wiki/Gouvernement_Aristide_Briand_(9)
,gouv_chautemps_1,,Roustan,Marius,Sous-secrétaire d’État à l'Hygiène,,,,https://fr.wikipedia.org/wiki/Gouvernement_Camille_Chautemps_(1)
,gouv_laval_1,,Roustan,Marius,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(1)
,gouv_laval_2,,Roustan,Marius,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(2)
,gouv_laval_3,,Roustan,Marius,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(3)
,gouv_laval_4,,Roustan,Marius,Ministre de l'Éducation nationale,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(4)
,gouv_laval_4,,Roustan,Marius,Ministre de la Marine marchande,,,,https://fr.wikipedia.org/wiki/Gouvernement_Pierre_Laval_(4)
,gouv_tardieu_3,,Roustan,Marius,Ministre de l'Instruction publique et des Beaux-Arts,,,,https://fr.wikipedia.org/wiki/Gouvernement_André_Tardieu_(3)
,gouv_combes,,Rouvier,Maurice,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Émile_Combes
,gouv_de_freycinet_4,,Rouvier,Maurice,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Charles_de_Freycinet_(4)
,gouv_ferry_2,,Rouvier,Maurice,Ministre du Commerce,,,,https://fr.wikipedia.org/wiki/Gouvernement_Jules_Ferry_(2)
,gouv_gambetta,,Rouvier,Maurice,Ministre du Commerce,,,,https://fr.wikipedia.org/wiki/Gouvernement_Léon_Gambetta
,gouv_loubet,,Rouvier,Maurice,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Émile_Loubet
,gouv_ribot_1,,Rouvier,Maurice,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Alexandre_Ribot_(1)
,gouv_rouvier_1,,Rouvier,Maurice,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Rouvier_(1)
,gouv_rouvier_1,,Rouvier,Maurice,Président du Conseil des ministres,,,,https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Rouvier_(1)
,gouv_rouvier_2,,Rouvier,Maurice,Ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Rouvier_(2)
,gouv_rouvier_2,,Rouvier,Maurice,Président du Conseil,,,,https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Rouvier_(2)
,gouv_rouvier_2,,Rouvier,Maurice,Président du Conseil et ministre des Finances,,,,https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Rouvier_(2)
,gouv_rouvier_3,,Rouvier,Maurice,Ministre des Affaires étrangères,,,,https://fr.wikipedia.org/wiki/Gouvernement_Maurice_Rouvier_(3)
